   0.37537,   0.27622,   0.01286,   0.28861,  -0.28083,  -0.12280,  -0.15805,  -0.10237,  -0.06069,  -0.22215
   0.18360,   0.14766,  -0.55166,  -0.05020,  -0.14626,   0.27238,   0.20497,  -0.08629,  -0.29482,  -0.41217
   0.00951,  -0.85358,   0.24224,   0.57506,  -0.56272,   0.11134,  -0.31073,  -0.22532,   0.53470,   0.29455
   0.23136,   0.36401,   0.16772,  -0.20412,  -0.70921,   0.71857,   0.48320,   0.05506,  -0.49564,  -0.18461
   0.15605,   0.09669,  -0.19410,   0.30257,   0.09551,  -0.26741,  -0.41218,   0.20693,   0.23881,   0.29003
   0.33729,  -0.17290,  -0.08936,  -0.35411,  -0.48735,   0.07232,  -0.17084,   0.37463,  -0.05576,   0.23656
  -0.02244,  -0.01332,   0.34743,   0.10466,   0.01142,   0.17339,   0.12867,  -0.14693,  -0.00962,   0.12957
  -0.36715,  -0.39490,  -0.53743,   0.14580,  -0.53560,   0.39493,  -0.25666,   0.33807,  -0.07756,   0.03829
   0.05135,   0.20965,  -0.27902,  -0.28326,   0.10559,  -0.03669,   0.36594,  -0.30689,   0.40230,  -0.18263
   0.27912,  -0.44287,  -0.23978,  -0.36381,  -0.09427,   0.05010,   0.30604,  -0.24933,  -0.13201,  -0.03421
  -0.56597,  -0.03777,  -0.11896,   0.09684,   0.32578,   0.33991,  -0.73595,   0.13811,  -0.56251,   0.03827
   0.04998,  -0.08987,  -0.29963,  -0.08767,   0.25151,  -0.02954,  -0.02712,   0.15021,  -0.15555,   0.22663
  -0.25570,  -0.14020,   0.53185,   0.55529,  -0.22118,   0.08466,  -0.75372,   0.81956,  -0.07215,  -0.69258
  -0.57915,   0.34129,   0.00424,   0.41057,  -0.49359,   0.87089,  -0.43204,  -0.22832,  -0.27705,   0.02129
  -0.18194,   0.21610,  -0.07463,  -0.12794,  -0.25866,   0.13807,  -0.01596,  -0.27630,   0.20971,  -0.55596
  -0.19851,   0.31109,   0.00616,  -0.20993,  -0.41925,   0.09786,   0.32453,  -0.12358,   0.30689,  -0.17329
   0.31836,  -0.29406,  -0.05886,  -0.28161,   0.17105,  -0.10116,   0.09695,  -0.36085,  -0.05142,   0.17539
   0.07356,   0.08782,   0.28069,  -0.20785,   0.13755,   0.07908,   0.18898,   0.03650,   0.04235,  -0.18937
  -0.55272,  -0.23208,   0.06088,  -0.00556,   0.18002,  -0.19526,  -0.27065,   0.22283,  -0.24936,   0.04839
  -0.66629,   0.31996,   0.03372,   0.34276,  -0.01757,   0.06525,  -0.35889,   0.08147,   0.02163,   0.20939
   0.37266,  -0.42831,   0.22800,  -0.13676,  -0.12215,  -0.19275,   0.28322,  -0.37036,   0.03699,   0.19960
  -0.04215,   0.13899,   0.58245,  -0.13551,  -0.17915,   0.20040,  -0.53877,  -0.19273,   0.34682,  -0.58518
   0.33272,  -0.13716,   0.16884,  -0.23144,   0.10230,  -0.26492,   0.15220,  -0.14439,  -0.12426,  -0.15739
  -0.31102,   0.33446,   0.27771,   0.18393,  -0.23638,   0.27767,  -0.76890,   0.12429,   0.11190,  -0.85715
   0.33362,   0.41773,  -0.80698,  -0.48793,   0.05687,   0.32193,   0.54724,  -0.22256,   0.01916,  -0.00410
  -0.29713,  -0.06797,  -0.12529,   0.24552,  -0.01256,  -0.02502,   0.12899,  -0.32425,  -0.10558,   0.09957
  -0.27334,  -0.04858,   0.04588,   0.14948,   0.28085,  -0.28607,  -0.15450,  -0.06732,  -0.13439,   0.01000
  -0.44515,  -0.21050,  -0.23625,   0.36839,   0.13115,   0.19174,  -0.23109,   0.05994,   0.00191,   0.17086
  -0.36572,  -0.83092,  -0.16580,   0.25589,  -0.23361,  -0.04212,   0.20080,  -0.18554,   0.12051,   0.34124
   0.15144,   0.03448,  -0.07495,   0.08185,   0.17271,   0.50285,   0.20583,  -0.41891,  -0.47079,  -0.49769
   0.37200,   0.24571,   0.17328,  -0.05081,  -0.37664,  -0.68862,   0.00345,   0.61121,  -0.08814,   0.04708
   0.71547,   0.11393,  -0.09823,  -0.57289,   0.31623,  -0.38249,  -0.32465,   0.25213,  -1.06921,   0.13924
  -0.20091,   0.20619,   0.21293,  -0.06616,   0.00707,  -0.17880,   0.21931,  -0.33995,  -0.01869,   0.00049
  -0.30533,   0.64239,   0.23560,  -0.48042,   0.21265,  -0.52332,  -0.16075,   0.66580,  -0.32731,  -0.07936
  -0.29219,  -0.36266,  -0.31208,   0.20209,  -0.01774,   0.08049,  -0.19690,  -0.09742,   0.20839,   0.23765
   0.18308,   0.32944,   0.13590,   0.25985,  -0.36332,   0.51642,  -0.09040,  -0.52803,  -1.02262,  -0.15357
  -0.02329,  -0.15262,   0.06656,  -0.07506,   0.26703,   0.17305,   0.40546,  -0.27094,   0.17201,  -0.05256
   0.38729,   0.36984,  -0.08978,  -0.48759,   0.14804,  -0.01358,  -0.09493,  -0.27178,  -0.32363,   0.17807
  -0.27406,  -0.22267,  -0.10866,  -0.12422,   0.21291,  -0.23582,   0.03160,   0.23469,  -0.05040,   0.05665
   0.33833,  -0.31732,   0.04299,   0.31163,   0.04534,  -0.00214,   0.18870,   0.26307,  -0.30947,   0.17868
