  -0.09414,   0.08941,  -0.08532,  -0.02211,  -0.50957,  -0.44460,  -0.54766,  -0.26952,  -0.09289,  -0.18888,   0.13169,   0.00373,  -0.00536,  -0.63458,   0.02896,  -0.09556
   0.14365,   0.03468,  -0.01893,   0.18509,  -0.15781,  -0.10680,  -0.02116,  -0.25249,   0.11128,  -0.10841,   0.21682,   0.25751,   0.00403,   0.07741,   0.30026,  -0.27651
   0.00738,   0.14022,   0.22286,   0.13687,  -0.14580,  -0.33801,  -0.53059,  -0.47392,   0.01909,  -0.36697,   0.33600,  -0.07765,   0.18981,  -0.12826,   0.14037,  -0.31156
   0.35099,   0.23084,  -0.59282,   0.07016,   0.64643,   0.50042,  -0.10029,  -0.31424,  -0.00473,  -0.53714,   0.64060,   0.06654,   0.39140,   0.15945,  -0.40611,   0.62361
  -0.16825,  -0.12715,  -0.20212,   0.16648,  -0.33650,   0.08432,  -0.65644,  -0.23689,  -0.06285,  -0.36140,   0.26251,   0.00842,  -0.16863,  -0.83452,   0.06888,   0.81147
   0.15053,  -0.41095,   0.17247,  -0.37100,  -0.24109,   0.24479,   0.19384,   0.24747,   0.20044,   0.02349,  -0.53535,   0.47099,   0.03266,   0.38988,  -0.08346,  -0.04006
  -0.02710,  -0.12094,   0.03859,   0.20980,  -0.45040,  -0.45499,  -0.19576,   0.41896,  -0.26944,   0.31043,   0.37765,  -0.01863,  -0.18459,  -0.43804,   0.37906,  -0.36728
   0.09066,  -0.11929,   0.09108,   0.00054,  -0.39774,  -0.22331,  -0.23533,   0.24091,   0.02913,   0.22903,   0.17687,   0.12405,  -0.08530,  -0.32092,   0.21380,  -0.26257
   0.26830,   0.08395,   0.27015,   0.14307,  -0.37662,  -0.21130,  -0.34853,   0.09360,  -0.18407,   0.11033,   0.26505,   0.00757,  -0.31664,  -0.46148,   0.25134,  -0.12560
   0.30140,   0.03933,   0.22673,   0.28439,   0.08801,  -0.23048,   0.25028,   0.37730,   0.03328,   0.13914,   0.31669,   0.22206,  -0.04478,   0.01422,   0.04238,  -0.44087
   0.21724,   0.16508,   0.10411,  -0.01084,  -0.11298,  -0.58233,  -0.29909,  -0.13308,  -0.03268,   0.23149,   0.13230,  -0.00950,  -0.17439,  -0.36700,   0.35429,  -0.38547
   0.37949,   0.05520,  -0.75513,  -0.17902,   0.79844,   0.49358,   0.07050,   0.05322,  -0.42464,  -1.10451,   0.81487,   0.10833,   0.52932,   0.30332,  -0.25845,   0.79390
   0.19348,  -0.22432,   0.16484,   0.03510,  -0.55604,  -0.01214,  -0.28749,   0.41790,  -0.37797,   0.26333,   0.16586,   0.13100,  -0.47783,  -0.42434,   0.15794,   0.14540
  -0.00577,  -0.36615,   0.21835,  -0.43450,  -0.28593,   0.10519,   0.70532,   0.98105,   0.05755,   0.17856,  -0.42603,   0.62525,   0.31447,   0.15637,  -0.10347,   0.05541
  -0.06271,  -0.01463,   0.12354,  -0.19768,   0.12521,   0.01417,  -0.37266,  -0.02582,   0.32588,  -0.18773,  -0.10579,  -0.31078,  -0.06788,  -0.32441,   0.07092,  -0.47319
   0.12809,  -0.02313,   0.20543,  -0.09348,  -0.01980,   0.09924,   0.02552,   0.16954,   0.25503,  -0.30316,   0.07621,  -0.12679,  -0.05807,  -0.09306,   0.09979,  -0.28340
  -0.04982,   0.01865,   0.25868,  -0.03088,  -0.12280,  -0.07904,  -0.16630,   0.17107,   0.07391,  -0.44789,   0.03835,  -0.09559,  -0.10602,  -0.15379,   0.13790,  -0.64615
   0.14446,  -0.20425,  -0.05897,  -0.25309,   0.27075,   0.29415,  -0.07535,   0.17882,   0.13292,  -0.02369,  -0.15518,   0.06202,   0.07452,   0.14352,   0.10672,  -0.04554
   0.32374,   0.08923,   0.32548,  -0.21381,   0.11380,   0.07615,  -0.34718,   0.26446,   0.18437,  -0.23582,  -0.17914,  -0.07041,   0.19285,  -0.08377,   0.03067,  -0.39379
  -0.09534,   0.34661,   0.08841,   0.33380,  -0.17818,   0.03025,   0.15896,  -0.16149,  -0.22617,  -0.11010,   0.65684,   0.57257,   0.96143,   0.37789,  -0.24161,   0.18208
  -0.29540,   0.16018,   0.24960,   0.06277,  -0.39943,  -0.40071,  -0.27357,   0.11412,  -0.01205,  -0.36705,   0.12885,  -0.01067,   0.17774,  -0.49418,  -0.08074,  -0.50181
   0.16706,  -0.43468,  -0.15462,  -0.38456,   0.04491,  -0.02457,   0.28827,   0.25886,  -0.05728,   0.04317,  -0.44607,   0.32981,   0.13716,   0.39752,   0.05498,   0.08320
  -0.41263,   0.02656,   0.29490,   0.18981,   0.16286,  -0.21010,  -0.22693,  -0.73592,   0.02239,   0.00909,   0.05074,  -0.12576,   0.10398,  -0.12408,   0.28759,  -0.16666
  -0.15907,   0.08865,   0.23681,   0.07854,   0.24494,   0.07477,   0.05533,  -0.39475,  -0.00357,   0.06992,   0.01762,  -0.01309,   0.07889,  -0.07947,   0.11672,  -0.16502
  -0.53448,   0.16681,   0.09240,   0.08998,   0.10982,  -0.18890,  -0.06372,  -0.49202,   0.16022,   0.04447,   0.16395,   0.14197,  -0.11603,  -0.29759,   0.16767,  -0.41434
  -0.00916,   0.13069,   0.09373,   0.01608,   0.18494,   0.36807,   0.33900,   0.01251,   0.06607,   0.31280,  -0.02849,   0.26364,   0.20618,   0.08845,   0.14110,   0.01573
  -0.36353,   0.15136,   0.15862,   0.20588,   0.11044,  -0.00167,   0.09793,  -0.47190,   0.10400,   0.23273,  -0.09274,   0.25392,  -0.00669,  -0.05567,   0.09168,  -0.10766
   0.33230,   0.21982,   0.31354,   0.48061,  -0.07636,   0.34734,   0.07247,  -0.47665,  -0.33450,  -0.83674,   1.12053,   0.37374,   0.98057,   0.48290,  -0.26665,   0.04284
  -0.01134,   0.04868,   0.43660,   0.09265,  -0.04447,  -0.40823,  -0.40949,  -0.51134,   0.03434,   0.00764,   0.39106,   0.03011,   0.12424,  -0.20458,   0.12779,  -0.58296
   0.29767,  -0.19445,   0.15978,  -0.53545,  -0.39430,  -0.04191,   0.14821,   0.31334,  -0.01087,   0.06740,  -0.41620,   0.29946,   0.06684,   0.14741,  -0.10603,  -0.20581
   0.25239,   0.09938,   0.27844,   0.07805,   0.38594,  -0.71454,   0.32273,   0.43438,  -0.00943,   0.22713,   0.05970,   0.03789,  -0.07285,   0.00967,   0.21052,  -0.07835
   0.36388,   0.30386,   0.32257,   0.13523,   0.37953,  -0.65789,   0.09523,   0.39037,  -0.05135,   0.36440,  -0.03191,   0.11547,   0.25318,  -0.14039,   0.20056,  -0.08253
   0.22699,   0.32018,   0.43803,   0.33973,   0.16567,  -0.87735,   0.24277,   0.23955,   0.03906,   0.09034,   0.30930,   0.11834,  -0.03565,  -0.11867,   0.11793,  -0.15326
   0.27425,   0.16552,  -0.04084,   0.34089,   0.48189,  -0.34648,   0.25059,   0.42644,   0.12735,   0.33807,   0.19453,   0.39446,   0.10765,   0.25642,  -0.02774,   0.12151
   0.15529,   0.13424,  -0.00041,   0.06126,   0.23052,  -0.50235,   0.23234,   0.28272,   0.10355,   0.31204,   0.22277,   0.11356,   0.19548,  -0.08777,   0.14856,  -0.03339
   0.25869,  -0.26663,   0.53732,   0.02283,   0.76926,   0.54416,  -0.22545,  -0.65337,  -0.26058,  -1.32655,   0.82385,   0.44483,   0.47989,   0.28014,  -0.29870,   0.18338
   0.49503,  -0.05172,   0.41979,   0.26106,   0.14868,  -0.94044,   0.24295,   0.32886,  -0.01858,   0.11038,   0.45265,   0.29604,  -0.17455,  -0.35288,  -0.07966,  -0.27840
   0.22798,  -0.39447,  -0.21523,  -0.28317,  -0.51878,  -0.01848,   0.32547,   0.86758,  -0.13460,  -0.00621,  -0.35644,   0.42648,   0.27247,   0.29067,  -0.06422,  -0.15138
   0.32067,  -0.36806,  -0.41978,  -0.43932,   0.26240,   0.34483,   0.00267,  -0.42608,   0.34650,  -0.06450,  -0.27365,  -0.44343,   0.15718,   0.02189,   0.04909,   0.20523
   0.18115,  -0.33843,  -0.48095,  -0.38338,  -0.06816,   0.46997,   0.06860,  -0.10940,   0.28852,  -0.18818,  -0.17891,  -0.36920,   0.10471,   0.04948,  -0.01371,   0.29077
   0.45448,  -0.24360,  -0.47056,  -0.30124,  -0.06210,   0.50933,  -0.21799,  -0.34100,   0.23095,   0.06273,  -0.16956,  -0.32082,  -0.12450,   0.13410,   0.16012,   0.02280
   0.26236,  -0.38623,  -0.37643,  -0.24623,   0.24164,   0.47200,   0.25981,  -0.11258,  -0.09106,  -0.09636,   0.00380,   0.16743,   0.12070,   0.13007,   0.10202,   0.16564
   0.44841,  -0.37623,  -0.48324,  -0.52602,   0.19228,   0.35095,   0.01445,  -0.09245,   0.09697,  -0.06146,  -0.20093,  -0.12553,  -0.01713,   0.15396,   0.15050,   0.36124
  -0.15484,   0.86130,   0.45761,   0.58862,   0.36282,   0.44195,   0.06172,   0.19997,   0.04661,  -0.40673,   0.46272,   0.62890,   0.37847,   0.06166,  -0.08915,   0.01973
  -0.28246,  -0.12614,  -0.08340,  -0.15950,   0.30945,   0.36526,  -0.29203,  -0.06734,   0.24033,  -0.03299,  -0.12401,  -0.22796,   0.05652,  -0.32418,  -0.04958,   0.04414
  -0.02718,  -0.23040,   0.06240,  -0.30040,  -0.43382,  -0.00465,   0.39954,   0.30387,  -0.26299,   0.06034,  -0.07074,   0.28966,   0.13018,   0.11504,  -0.03558,   0.02794
  -0.64435,   0.10605,  -0.46087,   0.09933,   0.04273,   0.23124,   0.17775,  -0.29238,   0.29791,   0.33437,  -0.07933,  -0.19740,   0.08878,   0.21091,   0.15538,   0.28111
  -0.61219,  -0.04762,  -0.25051,  -0.15489,  -0.02442,   0.47572,   0.13723,  -0.21576,   0.00419,   0.19924,  -0.22125,  -0.17172,   0.09013,   0.29674,   0.21593,   0.25856
  -0.76130,   0.07253,  -0.31539,  -0.20874,   0.28446,   0.37821,   0.11862,  -0.19123,   0.09848,   0.27514,  -0.33998,  -0.39958,  -0.04944,   0.04307,   0.15580,   0.02090
  -0.31245,   0.03861,  -0.36713,  -0.22096,   0.07223,   0.54403,   0.34694,   0.10513,  -0.08320,   0.27591,   0.11895,  -0.05888,   0.09715,   0.15638,   0.24790,   0.13090
  -0.53827,   0.17829,  -0.61834,  -0.15355,   0.11621,   0.54644,   0.34452,  -0.08426,   0.20998,   0.33548,  -0.15161,  -0.30222,   0.09412,   0.29758,   0.13112,   0.39470
   0.07290,   0.32985,   0.99536,   0.62365,   0.92043,   0.30110,  -0.37691,  -0.36483,   0.33983,  -0.91865,   0.52901,   0.76128,   0.46368,   0.30257,  -0.31487,  -0.05006
  -0.66078,   0.05982,   0.06392,   0.25020,   0.42929,  -0.01954,   0.11007,  -0.11777,   0.14071,   0.03852,  -0.15107,  -0.10320,  -0.04898,   0.01104,  -0.06008,  -0.04532
   0.34121,  -0.27293,  -0.11965,  -0.35849,  -0.75308,   0.04086,   0.21230,   0.49827,  -0.18551,  -0.08573,  -0.03041,   0.21268,   0.20396,   0.31488,  -0.01336,  -0.21360
   0.28801,   0.37912,  -0.76252,   0.23343,  -0.01632,   0.09442,   0.20526,   0.44924,   0.25382,   0.39583,  -0.03262,  -0.62340,   0.37003,   0.27896,   0.06175,   0.48588
   0.28562,   0.49578,  -0.68775,   0.18052,  -0.02422,   0.28317,   0.04914,   0.38430,   0.07394,   0.39772,   0.03376,  -0.33522,   0.36899,   0.08259,   0.20194,   0.26292
   0.40061,   0.33258,  -0.76680,   0.29873,   0.07166,   0.16053,   0.10639,   0.37161,   0.23674,   0.37164,  -0.12455,  -0.46748,   0.31721,   0.29963,   0.04273,   0.48945
   0.16570,   0.23250,  -0.56861,   0.10748,   0.03193,   0.35631,   0.33466,   0.41779,   0.05256,   0.20910,  -0.08522,  -0.03452,   0.23524,   0.40350,  -0.05050,   0.53696
   0.20560,   0.54068,  -0.69059,   0.11960,  -0.05610,   0.27252,   0.14199,   0.18806,   0.16837,   0.14496,  -0.17783,  -0.64476,   0.45482,   0.26255,   0.02907,   0.30349
  -0.38393,  -0.41309,   0.74513,   0.18535,   1.30361,  -0.43697,  -0.19472,  -0.72255,   0.55043,  -0.81660,   0.40491,   0.85564,  -0.13869,   0.09090,  -0.22817,   0.22191
   0.52815,   0.46830,  -0.22937,   0.24029,   0.24811,  -0.40366,   0.19752,   0.28518,  -0.01142,   0.32243,   0.18950,  -0.39443,   0.13694,  -0.05285,  -0.02096,   0.16839
   0.56652,  -0.34530,  -0.33446,  -0.32721,  -0.96516,  -0.17953,   0.38408,   0.70695,  -0.35023,  -0.32381,  -0.28468,   0.19453,   0.25884,  -0.09026,  -0.04101,  -0.16684
